Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,12/08/2023 05:05,Tangerang - W15-D1,30.01,"1,767",02:44:47,146,171,4.6,180,200,05:29,04:23,28,23,0.99,8.1,8.1,243,05:30,--,0,--,--,"29,914",--,No,00:02.4,31,--,--,--,--,02:44:39,02:47:24,36,46
Running,10/08/2023 05:34,Tangerang - W14-D4,14,837,01:10:33,156,182,4.7,184,194,05:02,04:00,15,11,1.07,7.7,8.2,235,05:02,--,0,--,--,"12,928",--,No,00:02.2,15,--,--,--,--,01:10:28,01:10:33,36,44
Running,08/08/2023 05:47,Tangerang - W14-D3,8.3,486,01:00:03,122,133,2.2,175,189,07:14,05:46,9,8,0.78,9.6,7.5,268,07:15,--,0,--,--,"10,528",--,No,00:02.6,10,--,--,--,--,00:59:57,01:00:25,38,42
Running,07/08/2023 05:44,Tangerang - W14-D2,15.26,889,01:15:45,154,172,4.5,182,192,04:58,04:07,13,8,1.1,7.8,8.5,235,04:58,--,0,--,--,"13,714",--,No,00:01.9,17,--,--,--,--,01:15:39,01:15:45,36,45
Running,05/08/2023 04:48,Tangerang - W14-D1,28.01,"1,679",02:51:03,136,164,4,180,196,06:06,04:59,23,60,0.9,8.6,7.8,252,06:07,--,0,--,--,"30,762",--,No,00:03.1,29,--,--,--,--,02:50:53,02:57:23,36,45
Running,03/08/2023 05:44,Tangerang - W13-D4,14.01,836,01:11:25,156,179,4.7,182,192,05:06,04:07,7,10,1.07,7.8,8.2,236,05:06,--,0,--,--,"13,016",--,No,00:02.2,15,--,--,--,--,01:11:21,01:11:25,37,42
Running,01/08/2023 06:19,Tangerang - W13-D3,5.92,349,00:40:01,122,130,2.1,179,193,06:46,05:14,3,--,0.82,9.2,7.5,260,06:47,--,0,--,--,"7,160",--,No,00:01.4,7,--,--,--,--,00:39:59,00:40:01,29,33
Running,31/07/2023 05:46,Tangerang - W13-D2,12.89,764,01:05:28,157,176,4.3,180,192,05:05,04:07,10,5,1.09,7.9,8.5,239,05:05,--,0,--,--,"11,758",--,No,00:02.0,15,--,--,--,--,01:05:24,01:05:28,36,42
Running,29/07/2023 04:50,Tangerang - W13-D1,28.01,"1,649",02:48:48,137,164,3.9,181,192,06:02,04:41,30,24,0.91,8.6,7.8,252,06:02,--,0,--,--,"30,342",--,No,00:01.4,29,--,--,--,--,02:48:37,02:54:11,36,46
Running,27/07/2023 05:43,Tangerang - W12-D4,14.01,831,01:10:34,156,177,4.7,180,188,05:02,04:01,11,6,1.1,7.9,8.6,238,05:02,--,0,--,--,"12,646",--,No,00:03.5,15,--,--,--,--,01:10:28,01:10:34,36,42
Running,25/07/2023 06:23,Tangerang - W12-D3,5.9,343,00:40:04,119,128,2.1,174,181,06:48,05:40,2,--,0.84,9.4,7.9,266,06:50,--,0,--,--,"6,964",--,No,00:04.2,7,--,--,--,--,00:40:01,00:40:04,28,31
Running,24/07/2023 05:40,Tangerang - W12-D2,12.94,739,01:05:14,150,170,4.1,176,188,05:02,04:04,12,55,1.12,8.1,8.9,242,05:03,--,0,--,--,"11,454",--,No,00:03.3,15,--,--,--,--,01:05:10,01:05:14,36,41
Running,22/07/2023 05:12,Tangerang - W12-D1,26.01,"1,561",02:42:57,138,154,3.8,177,200,06:16,05:25,68,105,0.9,8.9,8,258,06:16,--,0,--,--,"28,746",--,No,00:02.2,27,--,--,--,--,02:42:48,02:49:12,36,73
Treadmill Running,20/07/2023 05:59,Treadmill Running,12,796,01:04:31,165,189,5,175,188,05:23,03:55,--,--,1.09,8.3,8.9,247,--,--,0,--,--,"11,276",--,No,01:49.8,13,--,--,--,--,01:04:23,01:04:31,--,--
Running,19/07/2023 06:19,Tangerang - W11-D3,5.21,311,00:40:02,123,150,2,171,188,07:41,06:41,6,3,0.75,10,7.5,274,07:41,--,0,--,--,"6,878",--,No,00:02.0,7,--,--,--,--,00:39:57,00:41:00,28,35
Treadmill Running,18/07/2023 06:05,Treadmill Running,13,819,01:09:07,163,179,4.9,178,190,05:19,03:37,--,--,1.08,8.1,8.6,242,--,--,0,--,--,"12,278",--,No,01:48.4,14,--,--,--,--,01:08:49,01:09:37,--,--
Running,15/07/2023 04:40,Tangerang - W11-D1,24.01,"1,396",02:25:09,136,148,3.6,179,189,06:03,05:24,19,13,0.92,8.6,7.9,253,06:03,--,0,--,--,"25,986",--,No,00:02.0,25,--,--,--,--,02:24:57,02:35:30,36,45
Running,13/07/2023 05:37,Tangerang - W10-D4,12.01,724,01:02:44,156,189,4.7,179,190,05:13,03:55,8,6,1.06,8.1,8.5,243,05:14,--,0,--,--,"11,210",--,No,00:03.2,13,--,--,--,--,01:02:41,01:02:44,35,41
Running,11/07/2023 06:08,Tangerang - W10-D3,5.41,316,00:40:02,119,158,2,171,181,07:24,06:44,3,48,0.79,9.9,7.8,274,07:23,--,0,--,--,"6,854",--,No,00:02.2,7,--,--,--,--,00:40:01,00:40:09,29,32
Treadmill Running,10/07/2023 06:06,Treadmill Running,13,801,01:09:49,159,177,4.6,179,190,05:22,03:58,--,--,1,8.4,8.3,248,--,--,0,--,--,"12,416",--,No,03:02.7,13,--,--,--,--,01:09:34,01:09:49,--,--
Running,08/07/2023 05:06,Tangerang - W10-D1,22.01,"1,299",02:15:01,136,148,3.6,181,190,06:08,05:14,18,19,0.9,8.7,7.8,253,06:09,--,0,--,--,"24,228",--,No,00:03.2,23,--,--,--,--,02:14:54,02:17:01,38,43
Running,06/07/2023 05:55,Tangerang - W9-D4,12.01,721,01:02:07,157,184,4.6,178,187,05:10,04:05,9,5,1.09,8.1,8.7,243,05:10,--,0,--,--,"10,992",--,No,00:02.0,13,--,--,--,--,01:02:04,01:02:07,36,42
Running,04/07/2023 06:41,Tangerang - W9-D3,6.01,355,00:34:58,134,145,2.7,173,181,05:49,04:54,1,--,0.98,8.8,8.6,257,05:52,--,0,--,--,"6,048",--,No,00:02.5,7,--,--,--,--,00:34:56,00:35:17,30,32
Treadmill Running,03/07/2023 06:12,Treadmill Running,10,636,00:54:30,157,177,4.2,176,182,05:27,04:04,--,--,0.98,8.6,8.4,254,--,242,0,239,355,"9,536",--,No,02:38.5,10,--,--,--,--,00:54:20,00:54:30,--,--
Running,01/07/2023 05:49,Tangerang - W9-D1,22.01,"1,310",02:12:54,140,159,3.8,177,184,06:02,05:14,19,10,0.92,8.7,8.1,254,06:03,--,0,--,--,"23,580",--,No,00:02.0,23,--,--,--,--,02:12:44,02:15:53,36,46
Running,29/06/2023 05:52,Tangerang - W8-D4,12.01,717,01:00:57,158,179,4.5,178,196,05:05,04:05,12,9,1.1,8,8.7,241,05:04,--,0,--,--,"10,824",--,No,00:03.3,13,--,--,--,--,01:00:52,01:00:57,36,45
Running,27/06/2023 06:04,Tangerang - W8-D3,6.01,354,00:35:07,133,141,2.6,173,181,05:51,04:34,3,--,0.98,8.8,8.6,258,05:52,--,0,--,--,"6,062",--,No,00:02.9,7,--,--,--,--,00:35:05,00:35:07,29,33
Running,26/06/2023 05:44,Tangerang - W8-D2,10.01,594,00:51:41,152,171,3.9,178,189,05:10,04:12,11,7,1.08,8,8.5,241,05:10,--,0,--,--,"9,234",--,No,00:02.7,11,--,--,--,--,00:51:38,00:51:41,36,46
Running,24/06/2023 05:09,Tangerang - W8-D1,20.01,"1,185",02:00:18,140,156,3.6,176,183,06:01,04:50,18,14,0.94,8.8,8.2,256,06:01,--,0,--,--,"21,156",--,No,00:02.7,21,--,--,--,--,02:00:10,02:03:03,37,47
Running,21/06/2023 05:57,Tangerang - W7-D4,12.01,707,01:00:15,156,180,4.5,176,190,05:01,04:03,10,7,1.12,8,8.9,242,05:01,--,0,--,--,"10,602",--,No,00:02.0,13,--,--,--,--,01:00:12,01:00:15,37,45
Running,20/06/2023 06:16,Tangerang - W7-D3,6.01,355,00:34:33,135,153,2.8,169,177,05:45,05:05,1,--,1.02,8.9,9.1,262,05:46,--,0,--,--,"5,834",--,No,00:01.8,7,--,--,--,--,00:34:31,00:34:33,28,30
Running,19/06/2023 05:40,Tangerang - W7-D2,10.01,594,00:50:45,157,181,4.3,175,188,05:04,04:08,9,9,1.11,8.1,8.9,244,05:06,--,0,--,--,"8,896",--,No,00:01.3,11,--,--,--,--,00:50:41,00:52:32,36,45
Running,17/06/2023 05:09,Tangerang - W7-D1,18.01,"1,070",01:49:21,134,146,3.5,175,196,06:04,05:15,13,11,0.94,8.9,8.3,258,06:05,--,0,--,--,"19,084",--,No,00:01.7,19,--,--,--,--,01:49:14,01:51:03,35,44
Treadmill Running,16/06/2023 14:09,Treadmill Running,7.85,497,00:44:17,154,175,3.7,174,181,05:39,03:26,--,--,1.35,7.4,9.9,228,--,330,0,322,414,"7,658",--,No,02:02.4,11,--,--,--,--,00:43:54,00:44:17,--,--
Running,15/06/2023 05:59,Tangerang - W6-D3,6.01,363,00:35:56,136,144,2.7,174,178,05:59,05:09,2,59,0.96,8.9,8.5,259,06:00,--,0,--,--,"6,208",--,No,00:01.7,7,--,--,--,--,00:35:54,00:35:56,29,31
Running,14/06/2023 06:01,Tangerang - W6-D2,10.59,648,01:00:02,144,171,3.7,178,187,05:40,02:41,20,9,0.98,8.4,8.2,249,05:41,--,0,--,--,"10,686",--,No,00:01.6,14,--,--,--,--,00:59:58,01:00:02,15,28
Running,13/06/2023 05:49,Tangerang Running,6.01,367,00:36:11,139,154,2.7,172,182,06:01,04:42,3,4,0.96,8.9,8.6,261,06:03,--,0,--,--,"6,216",--,No,00:02.4,7,--,--,--,--,00:36:09,00:36:41,28,33
Running,11/06/2023 06:00,Tangerang Running,10.01,623,00:42:47,183,190,5,170,187,04:16,03:51,16,59,1.38,7.6,10.5,236,04:16,--,0,--,--,"7,192",--,No,00:02.1,11,--,--,--,--,00:42:43,00:42:47,36,44
Running,09/06/2023 05:59,Tangerang - W5-D4,6.49,385,00:40:01,132,148,2.5,172,181,06:10,04:54,9,5,0.94,9.1,8.5,263,06:10,--,0,--,--,"6,858",--,No,00:01.4,8,--,--,--,--,00:40:00,00:40:24,29,37
Running,08/06/2023 05:51,Tangerang - W5-D3,8.01,475,00:41:39,152,174,3.6,178,192,05:12,04:05,11,7,1.07,8.1,8.5,242,05:14,--,0,--,--,"7,404",--,No,00:03.2,9,--,--,--,--,00:41:35,00:42:20,36,45
Running,06/06/2023 05:55,Tangerang - W5-D2,6.01,373,00:36:23,140,150,2.8,172,179,06:04,05:44,5,5,0.95,9,8.6,261,06:04,--,0,--,--,"6,240",--,No,00:02.9,7,--,--,--,--,00:36:23,00:36:23,28,33
Running,03/06/2023 05:47,Tangerang - W5-D1,16.01,948,01:36:12,139,146,3.4,178,190,06:01,04:16,13,13,0.93,8.7,8.1,254,06:01,--,0,--,--,"17,072",--,No,00:01.8,17,--,--,--,--,01:36:05,01:40:12,29,39
Running,01/06/2023 05:35,Tangerang - W4-D4,12.01,725,01:03:15,152,173,4.3,177,184,05:16,04:12,8,9,1.06,8.2,8.6,244,05:16,--,0,--,--,"11,174",--,No,00:03.7,13,--,--,--,--,01:03:12,01:03:15,36,41
Running,31/05/2023 05:47,Tangerang - W4-D3,6.01,373,00:36:55,139,148,2.7,174,187,06:08,05:15,8,6,0.93,8.9,8.3,260,06:10,--,0,--,--,"6,418",--,No,00:05.3,7,--,--,--,--,00:36:54,00:36:55,29,35
Running,30/05/2023 05:51,Tangerang - W4-D2,8.01,481,00:42:12,153,177,3.7,174,184,05:16,04:03,4,8,1.08,8.4,8.9,249,05:17,--,0,--,--,"7,320",--,No,00:03.7,9,--,--,--,--,00:42:10,00:42:12,27,32
Running,27/05/2023 05:43,Tangerang - W4-D1,16,976,01:42:08,139,163,3.3,173,180,06:23,05:27,13,9,0.9,9.1,8.2,263,06:23,--,0,--,--,"17,668",--,No,00:00.8,18,--,--,--,--,01:41:59,01:43:10,36,46
Running,25/05/2023 05:41,Tangerang - W3-D4,12.01,729,01:03:02,155,176,4.3,176,188,05:15,04:18,8,8,1.08,--,--,--,05:15,--,0,--,--,"11,082",--,No,00:03.4,13,--,--,--,--,01:02:58,01:03:02,34,41
Running,23/05/2023 05:47,Tangerang - W3-D3,6.01,371,00:36:39,136,145,2.7,176,181,06:06,05:42,6,5,0.93,--,--,--,06:07,--,0,--,--,"6,422",--,No,00:01.1,7,--,--,--,--,00:36:35,00:36:39,34,37
Running,22/05/2023 05:50,Tangerang - W3-D2,8.01,481,00:41:43,153,171,3.6,178,188,05:13,04:25,7,7,1.08,--,--,--,05:13,--,0,--,--,"7,414",--,No,00:02.1,9,--,--,--,--,00:41:41,00:41:43,34,40
Running,20/05/2023 05:51,Tangerang - W3-D1,16.01,949,01:39:09,135,145,3.3,176,188,06:12,05:18,17,16,0.92,--,--,--,06:13,--,0,--,--,"17,372",--,No,00:02.2,17,--,--,--,--,01:39:01,01:41:25,32,37
Running,18/05/2023 05:59,Tangerang - W2-D4,10.01,605,00:51:40,156,181,4,177,187,05:10,04:15,6,6,1.1,--,--,--,05:11,--,0,--,--,"9,134",--,No,00:02.8,11,--,--,--,--,00:51:38,00:51:40,34,40
Running,17/05/2023 05:53,Tangerang - W2-D3,6,371,00:37:33,136,144,2.5,169,179,06:15,05:25,5,4,0.94,--,--,--,06:16,--,0,--,--,"6,340",--,No,00:02.1,7,--,--,--,--,00:37:32,00:37:33,33,37
Running,15/05/2023 05:40,Tangerang - W2-D2,6.96,432,00:39:20,147,171,3.3,175,218,05:39,02:17,69,64,1.03,--,--,--,05:38,--,0,--,--,"6,928",--,No,00:01.6,25,--,--,--,--,00:39:19,00:39:20,33,41
Running,13/05/2023 05:52,Tangerang - W2 - D1,15,897,01:33:46,135,145,3.3,176,186,06:15,05:36,11,12,0.9,--,--,--,06:16,--,0,--,--,"16,674",--,No,00:02.3,16,--,--,--,--,01:33:39,01:35:58,34,38
Running,09/05/2023 05:27,Tangerang - W1-D4,10.01,614,00:52:55,155,184,4.2,175,187,05:17,04:09,17,17,1.08,--,--,--,05:18,--,0,--,--,"9,248",--,No,00:02.9,11,--,--,--,--,00:52:52,00:52:55,32,37
Running,08/05/2023 06:06,Tangerang - W1-D3,6.01,369,00:35:40,139,148,2.7,178,192,05:56,05:02,2,5,0.94,--,--,--,05:58,--,0,--,--,"6,336",--,No,00:02.2,7,--,--,--,--,00:35:39,00:35:40,27,33
Running,07/05/2023 05:41,Tangerang - W1-D2,6.01,370,00:35:50,143,166,3,170,194,05:57,04:00,52,88,1,--,--,--,05:56,--,0,--,--,"6,170",--,No,00:03.0,25,--,--,--,--,00:35:47,00:35:50,33,41
Running,06/05/2023 05:40,Tangerang - W1-D1,12,751,01:12:29,142,156,3.3,172,200,06:02,05:12,16,57,0.96,--,--,--,06:03,--,0,--,--,"12,434",--,No,00:00.9,13,--,--,--,--,01:12:25,01:14:16,33,37
Running,04/05/2023 05:54,Tangerang Running,7.5,468,00:46:37,139,152,2.8,175,200,06:13,04:46,9,7,0.92,--,--,--,06:14,--,0,--,--,"8,152",--,No,03:06.6,8,--,--,--,--,00:46:27,00:47:10,33,37
Running,02/05/2023 06:16,Tangerang - 40mins test,8.75,532,00:40:02,172,181,4.5,172,186,04:35,04:20,5,7,1.27,--,--,--,04:35,--,0,--,--,"6,814",--,No,00:02.5,10,--,--,--,--,00:40:01,00:40:02,34,41
Running,02/05/2023 05:46,Tangerang Running,3.37,214,00:20:00,143,151,2.4,175,187,05:57,05:31,2,2,0.96,--,--,--,05:58,--,0,--,--,"3,502",--,No,02:06.0,4,--,--,--,--,00:19:59,00:20:00,33,36
Running,29/04/2023 06:01,Tangerang Running,18.01,"1,084",01:31:22,156,168,4.5,176,200,05:04,04:21,28,32,1.12,--,--,--,05:06,--,0,--,--,"16,094",--,No,00:03.5,19,--,--,--,--,01:31:13,01:38:06,33,37
Running,27/04/2023 07:24,Tangerang Running,0.41,29,03:10.2,137,145,0.4,174,184,07:40,05:28,--,--,0.75,--,--,--,07:39,--,0,--,--,556,--,No,03:10.2,1,--,--,--,--,00:03:10,00:03:10,28,28
Running,27/04/2023 07:09,Tangerang Running,2.5,150,00:12:00,161,180,2.6,165,180,04:48,03:41,--,--,1.26,--,--,--,04:48,--,0,--,--,"1,946",--,No,02:27.1,3,--,--,--,--,00:11:57,00:12:00,27,28
Running,27/04/2023 06:16,Tangerang Running,0.86,52,05:45.2,129,141,0.7,173,200,06:40,04:37,1,48,0.87,--,--,--,06:47,--,0,--,--,988,--,No,05:45.2,1,--,--,--,--,00:05:44,00:05:45,27,29
Running,25/04/2023 05:35,Tangerang - 3x 3km,11,673,00:54:37,161,186,4.6,176,200,04:58,03:56,13,13,1.15,--,--,--,04:58,--,0,--,--,"9,570",--,No,00:00.5,12,--,--,--,--,00:54:34,00:54:52,33,38
Running,23/04/2023 05:38,Tangerang Running,11.05,683,01:00:02,151,160,3.6,178,188,05:26,05:09,10,12,1.03,--,--,--,05:27,--,0,--,--,"10,670",--,No,00:15.9,12,--,--,--,--,00:59:59,01:00:18,33,40
Running,22/04/2023 06:07,Tangerang Running,15.02,927,01:16:16,161,171,4.6,178,200,05:05,04:42,19,19,1.11,--,--,--,05:05,--,0,--,--,"13,568",--,No,00:06.7,16,--,--,--,--,01:16:07,01:20:48,30,36
Running,20/04/2023 05:42,Tangerang Running,11.54,717,01:00:05,158,167,4,181,206,05:12,04:33,17,19,1.06,--,--,--,05:13,--,0,--,--,"10,830",--,No,02:50.6,12,--,--,--,--,01:00:00,01:02:13,33,38
Running,15/04/2023 05:46,Tangerang Running,13.04,798,01:07:39,155,164,4,183,191,05:11,04:30,13,16,1.05,--,--,--,05:12,--,0,--,--,"12,312",--,No,00:12.5,14,--,--,--,--,01:07:33,01:08:56,33,38
Running,12/04/2023 06:41,Tangerang Running,3.41,207,00:17:52,153,184,2.7,177,188,05:14,03:09,5,4,1.08,--,--,--,05:16,--,0,--,--,"3,138",--,No,01:34.1,4,--,--,--,--,00:17:50,00:21:28,27,30
Running,12/04/2023 06:04,Tangerang Running,0.42,24,02:54.1,116,125,0.3,173,187,06:59,06:11,--,--,0.83,--,--,--,07:01,--,0,--,--,504,--,No,02:54.1,1,--,--,--,--,00:02:54,00:02:54,27,28
Running,11/04/2023 05:46,Tangerang - W2 Tempo,13.01,797,01:05:11,159,178,4.5,175,191,05:01,04:01,15,13,1.14,--,--,--,05:01,--,0,--,--,"11,574",--,No,00:05.6,24,--,--,--,--,01:05:02,01:06:22,33,38
Running,08/04/2023 06:12,Tangerang Running,8.46,539,00:55:51,138,185,3,169,197,06:36,03:55,28,29,0.89,--,--,--,06:34,--,0,--,--,"9,536",--,No,02:00.2,9,--,--,--,--,00:54:20,01:00:00,29,40
Running,08/04/2023 05:05,Tangerang - 08/04,9.03,548,00:47:08,151,173,3.6,184,196,05:13,04:01,7,52,1.04,--,--,--,05:14,--,0,--,--,"8,676",--,No,00:10.0,16,--,--,--,--,00:47:05,00:47:38,33,37
Running,07/04/2023 05:24,Tangerang - W1 Tempo,13.01,791,01:07:44,153,173,4.2,179,191,05:12,04:08,13,15,1.08,--,--,--,05:13,--,0,--,--,"12,140",--,No,00:04.1,24,--,--,--,--,01:07:34,01:08:40,32,39
Running,04/04/2023 05:32,Tangerang - W1 4x2km,15.01,909,01:15:49,158,178,4.6,180,214,05:03,04:05,17,17,1.1,--,--,--,05:04,--,0,--,--,"13,678",--,No,00:02.0,16,--,--,--,--,01:15:45,01:21:28,33,39
Running,02/04/2023 05:59,Tangerang Running,7.8,497,00:47:39,138,148,3,180,188,06:06,05:31,6,6,0.91,--,--,--,06:07,--,0,--,--,"8,538",--,No,04:45.3,8,--,--,--,--,00:47:38,00:47:39,34,40
Running,01/04/2023 06:15,Tangerang Running,13.01,796,01:09:04,151,158,3.8,183,191,05:19,04:44,8,11,1.03,--,--,--,05:19,--,0,--,--,"12,566",--,No,00:02.7,14,--,--,--,--,01:09:00,01:09:52,30,36
Running,30/03/2023 05:44,Tangerang Running,12.09,747,01:05:00,151,163,3.8,183,200,05:23,04:47,15,16,1.02,--,--,--,05:23,--,0,--,--,"11,814",--,No,00:28.6,13,--,--,--,--,01:04:51,01:06:23,32,37
Running,28/03/2023 05:58,Tangerang Running,10.02,604,00:52:07,148,173,3.7,184,194,05:12,03:54,29,29,1.04,--,--,--,05:13,--,0,--,--,"9,558",--,No,00:03.6,11,--,--,--,--,00:52:04,00:53:39,26,29
Running,25/03/2023 05:20,Tangerang Running,24.54,"1,461",02:00:01,162,173,5,181,195,04:53,04:22,19,25,1.13,--,--,--,04:54,--,0,--,--,"21,556",--,No,02:38.1,25,--,--,--,--,01:59:51,02:13:11,33,39
Running,23/03/2023 05:38,Tangerang - 3x15mins,14.86,894,01:15:02,160,187,4.5,176,189,05:03,04:19,16,60,1.13,--,--,--,05:03,--,0,--,--,"13,214",--,No,00:01.9,19,--,--,--,--,01:14:53,01:17:58,33,37
Running,21/03/2023 05:51,Tangerang - Interval,12.33,735,01:05:10,151,176,3.9,173,193,05:17,03:22,16,60,1.1,--,--,--,05:22,273,0,255,416,"11,454",--,No,00:10.2,35,--,--,--,--,01:05:04,01:06:08,33,37
Running,18/03/2023 05:01,Tangerang Running,20.41,"1,246",01:40:02,160,172,5,182,196,04:54,03:51,18,17,1.12,--,--,--,04:55,284,0,284,384,"18,096",--,No,01:56.4,21,--,--,--,--,01:39:52,01:46:16,34,40
Running,16/03/2023 05:37,Tangerang - 2x20mins,14.1,866,01:10:05,160,183,--,176,189,04:58,04:17,66,66,1.15,--,--,--,--,--,0,--,--,"12,264",--,No,00:04.8,17,--,--,--,--,01:09:35,01:11:55,29,49
Running,13/03/2023 05:42,Tangerang Running,14.27,897,01:16:36,151,162,--,182,201,05:22,04:33,57,55,1.02,--,--,--,--,--,0,--,--,"13,946",--,No,01:25.8,15,--,--,--,--,01:15:06,01:19:25,29,49
Running,10/03/2023 04:53,Tangerang Running,15.36,953,01:17:32,162,171,--,175,185,05:03,04:10,69,66,1.13,--,--,--,--,--,0,--,--,"13,568",--,No,01:43.1,16,--,--,--,--,01:16:12,01:20:01,30,49
Running,07/03/2023 05:45,Tangerang - 2x20mins,13.99,842,01:09:54,163,182,4.7,176,187,05:00,03:59,12,12,1.14,--,--,--,05:00,--,0,--,--,"12,244",--,No,00:02.4,17,--,--,--,--,01:09:46,01:10:58,34,42
